ID	variant	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent	NoOfReadsinPuzzleCovALT	UserPercentDifferntToBWACovALT	MeanPercentOfReadsDifferentCovALT
8360	snp	867	2	20	20	100	25.0	2	0	0
8361	snp	1123	5	20	20	0	0	8	0	0
8362	snp	1777	6	20	20	0	0	11	0	0
8363	snp	1909	72	20	20	100	5.0	6	100	16.0
8364	snp	1924	10	20	20	0	0	6	0	0
8365	snp	1916	10	20	20	0	0	11	0	0
8366	snp	1940	8	20	20	0	0	7	0	0
8367	snp	1924	11	20	20	0	0	14	0	0
8368	snp	1892	13	20	20	100	10.0	16	100	12.0
8369	snp	1864	7	20	20	100	10.0	10	100	20.0
8370	snp	1865	14	20	20	100	10.0	10	100	20.0
8371	snp	1236	13	20	20	100	5.0	11	100	9.0
8372	snp	1145	6	20	20	0	0	4	0	0
8373	snp	1006	6	20	20	0	0	5	0	0
8374	snp	907	8	20	20	100	20.0	0	0	0
8375	snp	618	6	20	20	100	15.0	0	0	0
8376	snp	212	2	8	8	100	100.0	0	0	0
8377	snp	330	3	20	20	100	30.0	7	100	28.0
8378	snp	1335	11	20	20	100	75.0	11	100	63.0
8379	snp	1602	10	20	20	100	30.0	13	100	38.0
8380	snp	1690	1	20	18	100	22.0	17	100	23.0
8381	snp	1040	1	19	19	100	68.0	7	100	42.0
8382	snp	1059	7	20	20	100	45.0	16	100	56.0
8383	snp	627	3	9	9	100	11.0	7	100	14.0
8384	snp	1424	10	20	16	0	0	7	0	0
8385	snp	480	9	16	16	100	31.0	10	100	40.0
8386	snp	952	2	20	20	100	70.0	3	0	0
8387	snp	1827	10	20	20	0	0	14	0	0
8388	snp	1887	6	20	20	100	5.0	16	0	0
8389	snp	1940	11	20	20	100	10.0	8	100	25.0
8390	snp	1856	6	20	20	100	5.0	16	100	6.0
8391	snp	979	1	20	18	100	38.0	7	0	0
8392	snp	102	2	4	2	100	100.0	0	0	0
8393	indel	1048	1	20	20	100	55.0	1	0	0
8394	indel	1825	3	20	20	100	5.0	13	100	7.0
8395	indel	2100	8	20	20	100	90.0	10	100	80.0
8396	indel	2046	9	20	20	100	90.0	17	100	88.0
8397	indel	2084	8	20	20	100	70.0	16	100	68.0
8398	indel	2068	10	20	20	100	90.0	11	100	81.0
8399	indel	2092	18	20	20	100	85.0	8	100	87.0
8400	indel	2087	12	20	20	100	85.0	15	100	80.0
8401	indel	2067	7	20	20	100	90.0	9	100	88.0
8402	indel	2087	11	20	20	100	90.0	8	100	87.0
8403	indel	2084	12	20	20	100	95.0	7	100	85.0
8404	indel	2044	4	20	20	100	100.0	10	100	100.0
8405	indel	1817	13	20	20	100	65.0	12	100	66.0
8406	indel	1121	1	20	20	100	95.0	3	100	100.0
8407	indel	1007	1	19	19	100	100.0	0	0	0
8408	snp	620	2	20	20	100	100.0	0	0	0
8409	snp	964	1	20	20	100	65.0	6	100	50.0
8410	snp	1427	10	20	20	0	0	13	0	0
8411	snp	1296	9	20	20	0	0	13	0	0
8412	snp	680	1	14	14	100	50.0	3	0	0
8413	snp	445	10	20	20	0	0	13	0	0
8414	snp	1940	10	20	20	0	0	3	0	0
8415	snp	1932	11	20	20	0	0	9	0	0
8416	snp	1730	17	20	20	0	0	10	0	0
8417	snp	512	1	11	11	100	100.0	3	100	100.0
8418	snp	1063	1	20	20	100	60.0	4	0	0
8419	snp	1717	1	20	20	100	5.0	6	0	0
8420	snp	1772	10	20	20	0	0	7	0	0
8421	snp	1718	2	20	20	100	5.0	15	0	0
8422	snp	1780	1	20	20	0	0	2	0	0
8423	snp	1765	3	20	20	100	5.0	8	100	12.0
8424	snp	871	1	18	18	100	33.0	7	0	0
8425	snp	880	3	20	20	100	100.0	0	0	0
8426	snp	879	1	20	20	100	100.0	0	0	0
8427	snp	940	1	20	20	100	100.0	0	0	0
8428	snp	1040	5	20	20	100	100.0	0	0	0
8429	snp	1040	4	20	20	100	100.0	0	0	0
8430	snp	980	1	20	20	100	100.0	0	0	0
8431	snp	860	2	20	20	100	100.0	0	0	0
8432	snp	940	2	20	20	100	100.0	0	0	0
8433	snp	860	5	20	20	100	100.0	0	0	0
8434	snp	860	6	20	20	100	100.0	0	0	0
8435	snp	940	3	20	20	100	100.0	0	0	0
8436	snp	940	2	20	20	100	100.0	0	0	0
8437	snp	800	5	20	20	100	100.0	0	0	0
8438	snp	860	1	20	20	100	100.0	1	100	100.0
8439	snp	940	3	20	20	100	100.0	0	0	0
8440	snp	1025	1	20	20	100	70.0	4	100	25.0
8441	snp	1495	5	20	20	100	15.0	2	0	0
8442	snp	1629	5	20	20	100	65.0	4	100	50.0
8443	snp	1606	7	20	20	100	100.0	3	100	100.0
8444	snp	1612	6	20	20	100	100.0	1	100	100.0
8445	snp	1606	4	20	20	100	95.0	4	100	100.0
8446	snp	1515	12	20	20	100	85.0	6	100	83.0
8447	snp	1620	8	20	20	100	95.0	4	100	75.0
8448	snp	1565	2	20	20	100	65.0	7	100	42.0
8449	snp	1564	1	20	20	100	15.0	7	100	28.0
8450	snp	1604	6	20	20	0	0	8	0	0
8451	snp	1620	13	20	20	0	0	6	0	0
8452	snp	1620	8	20	20	0	0	8	0	0
8453	snp	559	10	7	7	100	14.0	6	100	16.0
8454	snp	1573	6	20	20	100	15.0	17	100	17.0
8455	snp	1330	10	20	20	100	10.0	13	100	7.0
8456	snp	882	1	20	20	100	85.0	4	100	50.0
8457	snp	1000	1	20	20	100	100.0	0	0	0
8458	snp	785	7	20	20	100	25.0	0	0	0
8459	snp	1025	3	20	20	100	100.0	0	0	0
8460	snp	1035	2	20	20	100	100.0	0	0	0
8461	snp	1022	6	20	20	100	100.0	0	0	0
8462	snp	975	2	19	19	100	100.0	0	0	0
8463	snp	574	1	20	20	100	10.0	16	100	6.0
8464	snp	1871	10	20	20	100	20.0	16	100	18.0
8465	snp	279	1	7	7	100	71.0	1	100	100.0
8466	snp	678	1	20	20	100	15.0	6	0	0
8467	snp	967	9	12	12	100	91.0	8	100	100.0
8468	snp	835	1	20	20	100	25.0	4	0	0
8469	snp	1202	10	20	20	0	0	15	0	0
8470	snp	1087	9	20	20	100	5.0	8	100	12.0
8471	snp	318	5	6	6	100	100.0	0	0	0
8472	snp	764	2	20	20	100	100.0	0	0	0
8473	snp	800	4	20	20	100	52.5	0	0	0
8474	snp	1004	4	20	20	100	45.0	1	100	100.0
8475	snp	1057	6	20	20	100	95.0	3	100	100.0
8476	snp	1383	8	20	20	100	25.0	9	100	22.0
8477	snp	1930	7	20	20	57	5.0	11	57	9.0
8478	snp	1940	10	20	20	0	0	11	0	0
8479	snp	1940	8	20	20	0	0	8	0	0
8480	snp	1843	8	20	20	0	0	11	0	0
8481	snp	1940	9	20	20	0	0	9	0	0
8482	snp	1911	9	20	20	100	10.0	11	100	18.0
8483	snp	1490	9	20	20	0	0	10	0	0
8484	snp	834	7	20	20	100	5.0	4	0	0
8485	snp	587	1	20	18	100	16.0	0	0	0
8486	snp	591	2	20	20	100	100.0	0	0	0
8487	snp	680	1	20	18	100	100.0	0	0	0
8488	snp	608	3	20	20	100	100.0	0	0	0
8489	snp	306	3	9	9	100	100.0	0	0	0
8490	snp	788	2	20	20	100	60.0	2	100	100.0
8491	snp	1225	11	20	20	0	0	3	0	0
8492	snp	1469	14	20	20	0	0	7	0	0
8493	snp	1779	4	20	20	100	5.0	8	100	12.0
8494	snp	1924	10	20	20	0	0	4	0	0
8495	snp	1889	11	20	20	100	5.0	12	100	8.0
8496	snp	1908	11	20	20	0	0	8	0	0
8497	snp	1867	10	20	20	100	5.0	6	0	0
8498	snp	1723	9	20	20	100	5.0	11	100	9.0
8499	snp	1940	9	20	20	0	0	8	0	0
8500	snp	1940	6	20	20	0	0	7	0	0
8501	snp	1924	16	20	20	100	10.0	8	100	25.0
8502	snp	1916	16	20	20	0	0	6	0	0
8503	snp	1912	7	20	20	0	0	5	0	0
8504	snp	1815	15	20	20	0	0	1	0	0
8505	snp	1740	7	20	20	0	0	3	0	0
8506	snp	885	3	17	17	100	29.0	9	100	11.0
8507	snp	838	9	20	14	0	0	11	0	0
8508	snp	129	7	3	3	100	100.0	0	0	0
8509	snp	740	1	20	20	100	100.0	0	0	0
8510	snp	1243	1	20	20	100	10.0	7	0	0
8511	snp	1548	1	20	20	100	10.0	3	100	33.0
8512	snp	1604	8	20	20	0	0	5	0	0
8513	snp	1613	4	20	20	100	5.0	14	100	7.0
8514	snp	1612	8	20	20	0	0	5	0	0
8515	snp	1497	1	20	18	100	5.0	4	0	0
8516	snp	1620	4	20	20	0	0	8	0	0
8517	snp	1539	6	20	20	0	0	9	0	0
8518	snp	1620	9	20	20	0	0	6	0	0
8519	snp	1613	2	20	20	100	10.0	8	100	25.0
8520	snp	1586	11	20	20	0	0	10	0	0
8521	snp	1154	7	20	20	0	0	4	0	0
8522	snp	1140	8	20	20	0	0	2	0	0
8523	snp	1212	1	20	20	100	100.0	4	100	100.0
8524	snp	1215	2	20	20	100	100.0	0	0	0
8525	snp	1212	2	20	20	100	100.0	0	0	0
8526	snp	1154	2	20	14	100	100.0	0	0	0
8527	snp	1150	3	20	20	100	100.0	0	0	0
8528	snp	269	3	5	5	100	100.0	0	0	0
8529	snp	1097	3	20	20	100	100.0	0	0	0
8530	snp	1104	2	20	20	100	100.0	0	0	0
8531	snp	1112	6	20	20	100	100.0	1	100	100.0
8532	snp	1397	3	20	20	100	50.0	9	100	22.0
8533	snp	1925	7	20	20	100	5.0	9	100	11.0
8534	snp	1932	9	20	20	0	0	13	0	0
8535	snp	1932	9	20	20	0	0	6	0	0
8536	snp	1932	9	20	20	0	0	5	0	0
8537	snp	1922	10	20	20	100	10.0	13	100	15.0
8538	snp	1895	10	20	20	0	0	5	0	0
8539	snp	1664	9	20	20	0	0	9	0	0
8540	snp	1050	2	20	20	100	10.0	5	100	20.0
8541	snp	532	1	15	13	100	61.0	0	0	0
8542	snp	545	4	20	20	100	15.0	13	100	7.0
8543	snp	1059	15	14	14	0	0	10	0	0
8544	indel	604	2	20	18	100	22.0	11	100	18.0
8545	indel	628	8	16	16	100	43.0	9	100	66.0
8546	snp	819	4	20	20	100	100.0	0	0	0
8547	snp	956	2	20	20	100	100.0	0	0	0
8548	snp	958	5	20	20	100	5.0	3	0	0
8549	snp	932	6	20	20	0	0	5	0	0
8550	snp	1039	3	20	20	100	5.0	7	100	14.0
8551	snp	1149	12	20	20	0	0	4	0	0
8552	snp	1328	1	20	20	100	15.0	5	0	0
8553	snp	1616	10	20	20	100	5.0	7	100	14.0
8554	snp	1867	15	20	20	0	0	7	0	0
8555	snp	1925	6	20	20	100	5.0	4	100	25.0
8556	snp	1940	9	20	20	0	0	7	0	0
8557	snp	1917	13	20	20	100	25.0	12	100	41.0
8558	snp	1925	2	20	20	100	5.0	7	100	14.0
8559	snp	1882	10	20	20	100	5.0	6	100	16.0
8560	snp	1940	7	20	20	0	0	7	0	0
8561	snp	1933	4	20	20	100	5.0	6	100	16.0
8562	snp	1932	10	20	20	0	0	7	0	0
8563	snp	1933	6	20	20	100	5.0	2	100	50.0
8564	snp	1940	13	20	20	0	0	2	0	0
8565	snp	1932	5	20	20	0	0	0	0	0
8566	snp	1925	11	20	20	100	5.0	7	100	14.0
8567	snp	1940	15	20	20	0	0	4	0	0
8568	snp	1843	11	20	20	0	0	9	0	0
8569	snp	1843	8	20	20	0	0	8	0	0
8570	snp	1918	8	20	20	100	10.0	4	100	50.0
8571	snp	1843	9	20	20	0	0	4	0	0
8572	snp	1932	15	20	20	0	0	4	0	0
8573	snp	1933	3	20	20	100	5.0	2	100	50.0
8574	snp	1918	8	20	20	100	10.0	4	100	50.0
8575	snp	1924	11	20	20	0	0	5	0	0
8576	snp	1932	12	20	20	100	5.0	7	100	14.0
8577	snp	1940	9	20	20	100	5.0	10	100	10.0
8578	snp	1926	9	20	20	100	15.0	14	100	21.0
8579	snp	1835	11	20	20	0	0	11	0	0
8580	snp	1491	5	20	18	100	16.0	8	100	12.0
8581	snp	1049	1	20	20	100	100.0	2	100	100.0
8582	snp	1102	2	19	19	100	100.0	0	0	0
8583	snp	996	2	20	20	100	35.0	3	0	0
8584	snp	1670	11	20	20	0	0	4	0	0
8585	snp	1764	9	20	20	0	0	6	0	0
8586	snp	1728	10	20	20	0	0	6	0	0
8587	snp	1762	9	20	20	100	35.0	10	100	40.0
8588	snp	1780	12	20	20	100	5.0	11	100	9.0
8589	snp	1765	4	20	20	100	5.0	12	100	8.0
8590	snp	1452	2	20	18	0	0	8	0	0
8591	snp	955	6	20	20	100	20.0	0	0	0
8592	snp	887	1	20	20	100	25.0	0	0	0
8593	snp	549	2	14	12	100	100.0	0	0	0
8594	snp	640	2	20	20	100	100.0	0	0	0
8595	snp	620	1	20	20	100	100.0	0	0	0
8596	snp	972	2	20	20	100	10.0	4	0	0
8597	snp	1381	8	20	20	100	5.0	4	0	0
8598	snp	1862	8	20	20	0	0	8	0	0
8599	snp	1940	6	20	20	0	0	7	0	0
8600	snp	1925	4	20	20	100	5.0	13	100	7.0
8601	snp	1738	18	20	20	100	5.0	11	100	9.0
8602	snp	1932	10	20	20	100	5.0	7	100	14.0
8603	snp	1940	8	20	20	0	0	11	0	0
8604	snp	1695	9	20	20	0	0	7	0	0
8605	snp	1180	6	20	20	0	0	6	0	0
8606	snp	984	1	20	18	100	11.0	3	100	33.0
8607	snp	326	1	14	14	100	14.0	0	0	0
8608	indel	784	8	20	20	0	0	0	0	0
8609	indel	1394	5	20	20	100	15.0	9	100	11.0
8610	indel	2092	13	20	20	100	20.0	8	100	12.0
8611	indel	2068	12	20	20	100	50.0	16	100	50.0
8612	indel	2074	7	20	20	100	69.28571428571429	16	100	74.0
8613	indel	2100	10	20	20	100	45.0	13	100	53.0
8614	indel	1778	8	20	20	100	75.0	19	100	78.0
8615	indel	952	7	20	20	100	35.0	6	100	66.0
8616	indel	315	8	10	10	0	0	0	0	0
8617	snp	781	2	20	20	100	35.0	0	0	0
8618	snp	1000	11	20	20	100	5.0	0	0	0
8619	snp	1567	9	20	20	100	55.0	8	100	50.0
8620	snp	1780	8	20	20	0	0	9	0	0
8621	snp	1749	8	20	20	100	70.0	5	100	40.0
8622	snp	1725	5	20	20	100	50.0	9	100	55.0
8623	snp	1780	2	20	20	100	25.0	7	100	14.0
8624	snp	1773	6	20	20	100	25.0	6	100	66.0
8625	snp	1780	11	20	20	0	0	7	0	0
8626	snp	1780	6	20	20	0	0	9	0	0
8627	snp	1780	13	20	20	0	0	1	0	0
8628	snp	1555	7	20	20	0	0	6	0	0
8629	snp	979	7	20	20	0	0	10	0	0
8630	snp	685	2	20	20	100	75.0	0	0	0
8631	snp	652	1	20	18	100	100.0	0	0	0
8632	snp	379	1	11	11	100	100.0	0	0	0
8633	snp	359	5	20	20	100	5.0	13	100	7.0
8634	snp	1940	9	20	20	0	0	5	0	0
8635	snp	1932	7	20	20	0	0	6	0	0
8636	snp	1933	2	20	20	100	5.0	8	100	12.0
8637	snp	1527	5	20	20	0	0	11	0	0
8638	snp	640	1	20	20	100	10.0	1	0	0
8639	snp	660	3	20	20	100	100.0	0	0	0
8640	snp	619	4	20	20	100	100.0	0	0	0
8641	snp	543	1	18	18	100	100.0	0	0	0
8642	snp	1040	3	20	20	100	100.0	0	0	0
8643	snp	1040	2	20	20	100	100.0	0	0	0
8644	snp	1042	3	20	20	100	100.0	0	0	0
8645	snp	1005	1	20	20	100	100.0	0	0	0
8646	snp	960	5	20	20	100	100.0	0	0	0
8647	snp	985	3	20	20	0	0	4	0	0
8648	snp	1723	12	20	20	0	0	11	0	0
8649	snp	1600	2	20	16	100	12.0	7	100	14.0
8650	snp	1932	12	20	20	0	0	7	0	0
8651	snp	1641	13	20	20	0	0	9	0	0
8652	snp	1940	12	20	20	0	0	12	0	0
8653	snp	1812	14	20	20	0	0	14	0	0
8654	snp	888	3	19	19	100	78.0	3	0	0
8655	snp	840	4	20	20	100	100.0	0	0	0
8656	snp	1119	3	20	20	100	100.0	4	100	100.0
8657	snp	1581	4	20	20	100	100.0	6	100	100.0
8658	snp	1570	2	20	20	100	100.0	3	100	100.0
8659	snp	1605	3	20	20	100	100.0	11	100	100.0
8660	snp	1620	165	20	20	100	100.0	9	100	100.0
8661	snp	1565	1	20	20	100	100.0	9	100	100.0
8662	snp	1573	1	20	20	100	100.0	9	100	100.0
8663	snp	1458	9	20	20	100	75.0	11	100	72.0
8664	snp	1155	4	20	18	100	33.0	4	0	0
8665	snp	810	8	20	18	100	94.0	0	0	0
8666	snp	844	1	20	18	100	100.0	0	0	0
8667	snp	803	1	20	18	100	94.0	0	0	0
8668	snp	834	1	20	20	100	95.0	0	0	0
8669	snp	840	3	20	20	100	100.0	0	0	0
8670	snp	840	2	20	20	100	100.0	0	0	0
8671	snp	835	3	20	20	100	100.0	0	0	0
8672	snp	114	4	3	3	100	100.0	0	0	0
8673	snp	1159	1	20	20	100	100.0	0	0	0
8674	snp	893	1	20	20	100	85.0	0	0	0
8675	snp	1141	1	20	20	100	100.0	0	0	0
8676	snp	1458	1	20	20	100	100.0	9	100	100.0
8677	snp	1640	10	20	20	100	100.0	5	100	100.0
8678	snp	1640	6	20	20	100	100.0	10	100	100.0
8679	snp	1640	5	20	20	100	100.0	3	100	100.0
8680	snp	1640	6	20	20	100	100.0	6	100	100.0
8681	snp	1633	2	20	20	100	100.0	8	100	100.0
8682	snp	1632	7	20	20	100	100.0	8	100	100.0
8683	snp	1640	5	20	20	100	100.0	4	100	100.0
8684	snp	1632	5	20	20	100	100.0	4	100	100.0
8685	snp	1640	5	20	20	100	100.0	6	100	100.0
8686	snp	1611	5	20	20	100	80.0	12	100	83.0
8687	snp	1288	5	20	18	0	0	6	0	0
8688	snp	941	1	20	18	100	55.0	5	100	40.0
8689	snp	880	3	20	20	100	100.0	3	100	100.0
8690	snp	800	1	20	20	100	100.0	3	100	100.0
8691	snp	766	2	20	20	100	100.0	0	0	0
8692	snp	444	1	18	18	100	27.0	0	0	0
8693	snp	1312	7	20	20	100	100.0	0	0	0
8694	snp	1323	2	20	20	100	95.0	3	100	100.0
8695	snp	1582	5	20	20	0	0	8	0	0
8696	snp	1780	10	20	20	0	0	9	0	0
8697	snp	1780	9	20	20	100	25.0	5	100	20.0
8698	snp	1780	15	20	20	100	95.0	2	100	50.0
8699	snp	1772	3	20	20	100	10.0	10	100	20.0
8700	snp	1781	8	20	20	100	10.0	8	100	25.0
8701	snp	1772	13	20	20	0	0	4	0	0
8702	snp	1772	16	20	20	0	0	5	0	0
8703	snp	1780	12	20	20	0	0	4	0	0
8704	snp	1773	3	20	20	100	5.0	10	100	10.0
8705	snp	1765	17	20	18	0	0	9	0	0
8706	snp	1403	2	20	16	0	0	5	0	0
8707	snp	1076	8	20	20	0	0	4	0	0
8708	snp	1030	6	20	20	100	25.0	4	100	25.0
8709	snp	1000	9	20	20	100	85.0	1	100	100.0
8710	snp	900	4	20	20	0	0	0	0	0
8711	snp	442	2	12	12	100	50.0	0	0	0
8712	snp	434	1	20	20	100	100.0	0	0	0
8713	snp	535	2	20	20	100	45.0	0	0	0
8714	snp	775	14	20	20	0	0	0	0	0
8715	snp	850	14	20	20	0	0	0	0	0
8716	snp	1000	9	20	20	0	0	0	0	0
8717	snp	1025	14	20	20	100	75.0	2	100	100.0
8718	snp	1210	6	20	20	100	50.0	3	100	33.0
8719	snp	1620	5	20	20	0	0	4	0	0
8720	snp	1787	3	20	20	100	5.0	5	0	0
8721	snp	1932	12	20	20	100	5.0	9	100	11.0
8722	snp	1940	8	20	20	0	0	2	0	0
8723	snp	1940	7	20	20	0	0	7	0	0
8724	snp	1817	15	20	20	100	21.666666666666668	6	100	38.666666666666664
8725	snp	1932	7	20	20	100	5.0	11	100	9.0
8726	snp	1940	10	20	20	0	0	4	0	0
8727	snp	1932	10	20	20	0	0	8	0	0
8728	snp	1704	3	20	18	0	0	8	0	0
8729	snp	1247	7	20	20	0	0	4	0	0
8730	snp	1032	5	20	20	0	0	7	0	0
8731	snp	764	2	20	20	100	100.0	0	0	0
8732	snp	150	7	5	5	100	100.0	0	0	0
8733	snp	740	2	20	20	100	100.0	0	0	0
8734	snp	728	2	20	20	100	95.0	0	0	0
8735	snp	875	9	20	20	0	0	0	0	0
8736	snp	992	19	20	20	0	0	0	0	0
8737	snp	955	1	20	20	100	5.0	3	0	0
8738	snp	1053	4	20	20	100	5.0	3	0	0
8739	snp	1000	9	20	20	100	5.0	0	0	0
8740	snp	1465	11	20	20	0	0	3	0	0
8741	snp	1539	7	20	20	100	15.0	7	100	42.0
8742	snp	1612	16	20	20	0	0	4	0	0
8743	snp	1604	7	20	20	0	0	8	0	0
8744	snp	1620	16	20	20	0	0	12	0	0
8745	snp	1596	6	20	20	16	5.0	9	16	11.0
8746	snp	1620	12	20	20	0	0	7	0	0
8747	snp	1612	12	20	20	0	0	7	0	0
8748	snp	1620	5	20	20	100	55.0	10	100	70.0
8749	snp	1612	9	20	20	100	5.0	9	100	11.0
8750	snp	1620	13	20	20	0	0	6	0	0
8751	snp	1620	13	20	20	0	0	3	0	0
8752	snp	1620	8	20	20	0	0	1	0	0
8753	snp	1620	9	20	20	0	0	1	0	0
8754	snp	1605	7	20	20	100	5.0	6	100	16.0
8755	snp	1612	10	20	20	100	5.0	5	100	20.0
8756	snp	1495	7	20	20	0	0	8	0	0
8757	snp	849	3	20	20	100	95.0	1	0	0
8758	snp	840	5	20	20	100	100.0	0	0	0
8759	snp	198	2	6	6	100	100.0	0	0	0
8760	snp	980	1	20	20	100	100.0	0	0	0
8761	snp	1060	1	20	20	100	100.0	0	0	0
8762	snp	1064	3	20	20	100	100.0	0	0	0
8763	snp	1044	1	20	20	100	100.0	0	0	0
8764	snp	904	4	20	20	100	5.0	0	0	0
8765	snp	1057	1	20	20	100	100.0	4	100	100.0
8766	snp	1040	11	20	20	0	0	1	0	0
8767	snp	1053	2	20	20	100	5.0	5	0	0
8768	snp	1098	9	20	20	0	0	0	0	0
8769	snp	1390	17	20	20	0	0	5	0	0
8770	snp	1644	3	20	20	100	5.0	7	100	14.0
8771	snp	1772	8	20	20	0	0	5	0	0
8772	snp	1772	9	20	20	0	0	6	0	0
8773	snp	1707	2	20	20	100	10.0	3	100	33.0
8774	snp	1780	11	20	20	0	0	5	0	0
8775	snp	1780	13	20	20	0	0	2	0	0
8776	snp	1764	10	20	20	0	0	6	0	0
8777	snp	1747	8	20	20	100	5.0	6	100	16.0
8778	snp	1772	9	20	20	0	0	7	0	0
8779	snp	1759	1	20	20	100	5.0	5	100	20.0
8780	snp	1772	11	20	20	0	0	4	0	0
8781	snp	1780	5	20	20	0	0	6	0	0
8782	snp	1757	6	20	20	100	5.0	6	100	16.0
8783	snp	1764	9	20	20	100	5.0	8	100	12.0
8784	snp	1772	12	20	20	100	5.0	4	100	25.0
8785	snp	1772	4	20	20	0	0	4	0	0
8786	snp	1772	7	20	20	0	0	2	0	0
8787	snp	1780	39	20	20	0	0	4	0	0
8788	snp	1767	8	20	20	100	40.0	8	100	62.0
8789	snp	1780	9	20	20	0	0	4	0	0
8790	snp	1683	9	20	20	100	5.0	8	100	12.0
8791	snp	1676	10	20	20	100	5.0	7	100	14.0
8792	snp	1780	14	20	20	100	5.0	8	100	12.0
8793	snp	1780	10	20	20	0	0	5	0	0
8794	snp	1772	6	20	20	0	0	2	0	0
8795	snp	1780	9	20	20	100	5.0	5	100	20.0
8796	snp	1772	6	20	20	0	0	7	0	0
8797	snp	1780	10	20	20	0	0	9	0	0
8798	snp	1773	3	20	20	100	5.0	8	100	12.0
8799	snp	1748	9	20	20	0	0	6	0	0
8800	snp	1696	290	20	20	0	0	5	0	0
8801	snp	1659	8	20	20	100	5.0	7	100	14.0
8802	snp	1648	9	20	20	100	5.0	4	100	25.0
8803	snp	1664	15	20	20	0	0	3	0	0
8804	snp	1463	4	20	18	0	0	3	0	0
8805	snp	1464	10	20	20	100	10.0	8	100	25.0
8806	snp	1313	3	20	18	0	0	7	0	0
8807	snp	1280	7	20	20	0	0	4	0	0
8808	snp	1085	6	20	20	0	0	6	0	0
8809	snp	1092	2	20	20	100	100.0	3	100	100.0
8810	snp	837	1	20	18	100	94.0	0	0	0
8811	snp	808	1	20	16	100	93.0	0	0	0
8812	snp	868	1	20	18	100	100.0	0	0	0
8813	snp	865	3	20	18	100	100.0	0	0	0
8814	snp	740	2	20	20	100	100.0	0	0	0
8815	snp	982	1	20	20	100	45.0	7	100	14.0
8816	snp	1749	17	20	20	0	0	12	0	0
8817	snp	1940	8	20	20	0	0	12	0	0
8818	snp	1933	10	20	20	100	5.0	11	100	9.0
8819	snp	1223	18	20	20	0	0	12	0	0
8820	snp	127	2	4	4	100	100.0	0	0	0
8821	snp	1507	3	20	20	100	25.0	9	0	0
8822	snp	1764	11	20	18	0	0	12	0	0
8823	snp	1772	19	20	20	0	0	17	0	0
8824	snp	911	4	16	16	100	34.0	7	0	0
8825	snp	1033	2	20	20	100	100.0	0	0	0
8826	snp	1029	1	20	20	100	100.0	0	0	0
8827	snp	984	1	20	20	100	100.0	0	0	0
8828	snp	1030	2	20	20	100	100.0	0	0	0
8829	snp	1024	1	20	20	100	100.0	0	0	0
8830	snp	1038	1	20	20	100	100.0	0	0	0
8831	snp	1023	1	20	20	100	100.0	0	0	0
8832	snp	1020	1	20	20	100	100.0	0	0	0
8833	snp	1033	2	20	20	100	100.0	0	0	0
8834	snp	1014	1	20	20	100	90.0	0	0	0
8835	snp	1020	1	20	20	100	100.0	0	0	0
8836	snp	1032	2	20	20	100	100.0	0	0	0
8837	snp	1024	1	20	20	100	100.0	0	0	0
8838	snp	1025	4	20	20	100	97.5	0	0	0
8839	snp	980	1	20	20	100	100.0	0	0	0
8840	snp	1033	3	20	20	100	95.0	0	0	0
8841	snp	1038	2	20	20	100	100.0	0	0	0
8842	snp	986	2	20	20	100	55.0	2	100	50.0
8843	snp	1063	2	20	20	100	97.5	2	100	75.0
8844	snp	1135	2	20	20	100	20.0	4	100	25.0
8845	snp	1218	4	20	20	100	10.0	2	0	0
8846	snp	1345	12	20	20	0	0	6	0	0
8847	snp	1715	8	20	20	0	0	3	0	0
8848	snp	1723	4	20	20	100	15.0	7	100	14.0
8849	snp	1790	2	20	20	100	10.0	4	100	25.0
8850	snp	1912	12	20	20	0	0	5	0	0
8851	snp	1925	1	20	20	100	5.0	3	100	33.0
8852	snp	1863	5	20	20	100	5.0	5	0	0
8853	snp	1940	11	20	20	0	0	4	0	0
8854	snp	1788	2	20	20	100	10.0	5	0	0
8855	snp	1910	6	20	20	100	10.0	9	100	22.0
8856	snp	1924	13	20	20	0	0	6	0	0
8857	snp	1908	8	20	20	100	10.0	9	100	22.0
8858	snp	1873	5	20	20	0	0	5	0	0
8859	snp	1887	6	20	20	100	5.0	3	0	0
8860	snp	1862	2	20	20	100	5.0	6	100	16.0
8861	snp	1894	6	20	20	100	10.0	7	100	28.0
8862	snp	1932	7	20	20	0	0	4	0	0
8863	snp	1924	8	20	20	0	0	4	0	0
8864	snp	1880	3	20	20	100	10.0	6	100	16.0
8865	snp	1798	1	20	20	100	30.0	7	100	57.0
8866	snp	1862	2	20	20	100	10.0	6	100	33.0
8867	snp	1919	13	20	20	100	5.0	8	100	12.0
8868	snp	1880	1	20	20	100	20.0	7	100	42.0
8869	snp	1935	5	20	20	100	15.0	6	100	50.0
8870	snp	1904	8	20	20	100	5.0	5	100	20.0
8871	snp	1863	5	20	20	100	5.0	4	0	0
8872	snp	1922	10	20	20	100	5.0	5	100	20.0
8873	snp	1916	11	20	20	0	0	3	0	0
8874	snp	1909	13	20	20	0	0	8	0	0
